Category,Company,City,Phone,Website,Decora fit
Lighting shop,Smart Senses Supplies,"Umm Ramool, Rashidiya",+97143581336,,lighting (lamps/chandeliers)
Lighting shop,SMKA Electric LLC,"Office 102, Al Khallafi Building, Al Mamzar",+97142821065,,lighting (lamps/chandeliers)
Lighting shop,Starsline Electrical Equipments Trading LLC,"Office 1403, Burlington Tower, Business Bay",+97143549550,,lighting (lamps/chandeliers)
Lighting shop,Summer Light Electrical,"Beside Al Ansari Exchange, Opp Ibrahimi Restaurant, Electra Street",+97126450333,,lighting (lamps/chandeliers)
Lighting shop,Tephra Lighting Trading LLC,OfficeNo.306-4 Smark 9 Building Al Karama,+971524801067,,lighting (lamps/chandeliers)
Lighting shop,Toba Building Materials Trading LLC,"XL Tower, Damac Bldg, Business Bay",+97145833591,,lighting (lamps/chandeliers)
Lighting shop,TOPEX Safeline Electrical & Mechanical,Dubai,,,lighting (lamps/chandeliers)
Gift / corporate-gift,Evergrow International LLC,"Warehouse No. 2, Plot 128-168, Al Khabeesi, Deira",+97142254999,,decor objects + clocks + gifting
Gift / corporate-gift,Matrix Sign Media LLC,"Opposite Ministry Of Labour, Near Zulekha HospitalAl Baghdad Street, Al Qusais",+97142676030,,decor objects + clocks + gifting
Gift / corporate-gift,Rovix Global Equipments and Trading LLC SPC,"Office No.203, Talal Building, Madinat Zayed",+97125653288,,decor objects + clocks + gifting
Gift / corporate-gift,Color World Design & Artwork Services,"Office 9, Shaikah Warehouse 9, DIP 1",+97142695895,,decor objects + clocks + gifting
Gift / corporate-gift,Al Azhar Novelty,"Near Kwality Hospital, Kwality Road, Sinrouh",+97172268720,,decor objects + clocks + gifting
Gift / corporate-gift,Al Hami Adv. Gifts. Tr.,"Opp City Center, Al Wahda Street",+971504601460,,decor objects + clocks + gifting
Gift / corporate-gift,Al Mersal Advertising and Publishing,Sharjah,+97165339616,,decor objects + clocks + gifting
Gift / corporate-gift,Al Sabah Sign LLC,Ras Al Khor Industrial Area 2,+97145859961,,decor objects + clocks + gifting
Gift / corporate-gift,Ashbrook General Trading LLC,"Appartment 15, Nakheel 1",+97167498366,,decor objects + clocks + gifting
Gift / corporate-gift,Coordinate Advertising and Marketing,"Office 3, ADBI Bank Building, Zayed 1st Street, Khalidiya",+971503253173,,decor objects + clocks + gifting
Gift / corporate-gift,GCS Designing & Advertising Sole Proprietorship LLC,"M 10, Mussafah Indl Area",+97125546322,,decor objects + clocks + gifting
Gift / corporate-gift,Lakuva,Burjuman,+971507900295,,decor objects + clocks + gifting
Gift / corporate-gift,Lamsah Fakherah,Wahda St.,+971562523861,,decor objects + clocks + gifting
Gift / corporate-gift,Magic Trading Co LLC,"Next To City Centre, Al Wahda Rd, St 68, Indl Area 1",+97165331353,,decor objects + clocks + gifting
Gift / corporate-gift,Mardiny Trading LLC,"102-39, Bin Dasmal Building, Al Quoz Industrial Area 1",+97142579911,,decor objects + clocks + gifting
Gift / corporate-gift,Onlinedxb FZE LLC,Dubai,+971506845294,,decor objects + clocks + gifting
Gift / corporate-gift,Print Gallery Advertising LLC,"Near Nakheel Center, Deira",+971526234181,,decor objects + clocks + gifting
Gift / corporate-gift,Proximite Marketplace,"Office No. FD 35, Dragon Mart 2",+97142898404,,decor objects + clocks + gifting
Gift / corporate-gift,Signmax Adv. Sign Items Tr. LLC,"M 10, Musaffah",,,decor objects + clocks + gifting
Gift / corporate-gift,Souk Studio,"Gate Number 3, Gold Souk, Behind Baskin Robins Icecream Parlour, Deira",+971555455946,,decor objects + clocks + gifting
Gift / corporate-gift,Sun Light Sign,,+97165321800,,decor objects + clocks + gifting
Gift / corporate-gift,Tareeq Raha Flowers LLC,"First Floor, Maliya, 24B, Al Quoz",+971544711703,,decor objects + clocks + gifting
Gift / corporate-gift,Veez Middle East,"Office # 705, Waheeda Bldg, Al Soor",+971525957632,,decor objects + clocks + gifting
Gift / corporate-gift,Essa Advertising LLC,Al Qusais Industrial Area 1,+97142236970,,decor objects + clocks + gifting
Gift / corporate-gift,Milano Advertising LLC,"Warehouse No. 2, Industrial Area 13",+971505062069,,decor objects + clocks + gifting
Gift / corporate-gift,Magic Touch Advertising LLC,"54, Al Habtoor W/House Complex, Al Qusais Indl Area 3",+97142589895,,decor objects + clocks + gifting
Gift / corporate-gift,Abdul Razzak Khadem Trading Establishment,"1, Bin Thalib Bldg, Al Sabakha, Deira",+97142290445,,decor objects + clocks + gifting
Gift / corporate-gift,Abdul Salam Jamal General Trading Co LLC,,+97144474023,,decor objects + clocks + gifting
Gift / corporate-gift,Abha Advertising and Gifts Establishment,"32, Ameena Al Jazira Bldg, Near Maktoum Hospital, Deira",+971505650915,,decor objects + clocks + gifting
Gift / corporate-gift,Abida Trading FZE,Ajman,+971522253786,,decor objects + clocks + gifting
Gift / corporate-gift,Abu Dhabi Gifts and Antiques Establishment,"Ground Flr, Khalifa Centre, TCA",+97126455856,,decor objects + clocks + gifting
Gift / corporate-gift,Admac FZE LLC,Al Qusais,+971565687865,,decor objects + clocks + gifting
Gift / corporate-gift,Adventure City General Trading LLC,"Near Mareb City, Murshid Bazar, Deira",+97142255320,,decor objects + clocks + gifting
Gift / corporate-gift,Agindat Gift Trdg,Abu Dhabi,+97126734323,,decor objects + clocks + gifting
Gift / corporate-gift,Ahlam Ibrahim Kalanter Establishment,"Near Sina Hotel, Al Bateen St, Deira",+97142291945,,decor objects + clocks + gifting
Gift / corporate-gift,Ajwani Trading Establishment,"G Flr, Al Buteen Centre, Deira",+97142253502,,decor objects + clocks + gifting
Gift / corporate-gift,Al Bahr Al Hadi Company LLC,"Irani Market, Deira",+97142253565,,decor objects + clocks + gifting
Gift / corporate-gift,Al Bary Novelties and Gifts,"Block 3, New Central Market",+97165741567,,decor objects + clocks + gifting
Gift / corporate-gift,Al Buhaira Gifts and Antiques,"45-46, Block 4, New Central Market",,,decor objects + clocks + gifting
Gift / corporate-gift,Al Dalal Novelty Exhibition,"New Central Market, Gold Souk",+97165733365,,decor objects + clocks + gifting
Gift / corporate-gift,Al Dar Flowers and Gifts,"Opp Golden Fork Rest, Sh Zayed 1st St, Khalidiya",+97126651466,,decor objects + clocks + gifting
Gift / corporate-gift,Al Dirhams Gift Centre,"Opp Al Falah Plaza, Muroor Rd",+97126420844,,decor objects + clocks + gifting
Gift / corporate-gift,Al Diyafah General Trading Establishment,"Next to Al Rawda Arjaan by Rotana, Airport Road",+97126736566,,decor objects + clocks + gifting
Gift / corporate-gift,Al Fahidi Trading,"Old Gold Souq, Bhnd Kuwaiti Masjid, Deira",+97142268620,,decor objects + clocks + gifting
Gift / corporate-gift,Al Fareeda Trading,"1, Me & My Little One Bldg, Nasr St",+97126346644,,decor objects + clocks + gifting
Gift / corporate-gift,Al Gaida Novelties and Gifts,Dibba Al Hassan,+97192446043,,decor objects + clocks + gifting
Gift / corporate-gift,Al Ghafari Antiques and Stores,"Shop 3, Bridge 1, New Central Market",+97165735359,,decor objects + clocks + gifting
Gift / corporate-gift,Al Humaidi Stationery LLC,International City,+97143965096,,decor objects + clocks + gifting
Gift / corporate-gift,Al Jamal,"bhnd Al Noor Hospital, Lulu St,khalifa st",+97126272117,,decor objects + clocks + gifting
Gift / corporate-gift,Al Kaabi Gifts,Dibba,+97192441726,,decor objects + clocks + gifting
Gift / corporate-gift,Al Khazna Al Dahabiyya Gifts,Madinat Zayed,+97126327294,,decor objects + clocks + gifting
Gift / corporate-gift,Al Majlis Trading Company LLC,"Ground Floor, Falcon Tower, Al Nasr St",+97126331200,,decor objects + clocks + gifting
Gift / corporate-gift,Al Malaky Fastfood Packing LLC,"EB Entrance, Counter Number KE17, Dragon Mart",+97167404096,,decor objects + clocks + gifting
Gift / corporate-gift,Al Maraija Gift Corner,,+97146068172,,decor objects + clocks + gifting
Gift / corporate-gift,Al Mas Al Dahabi Gifts and Novelties,"Near Diplomat Hotel, Naif Rd, Deira",+97142722178,,decor objects + clocks + gifting
Gift / corporate-gift,Al Misbah Advertising Gifts Supply and Trading,"KM Trdg Rd, Rolla",+97165624540,,decor objects + clocks + gifting
Gift / corporate-gift,Al Mualin Trading LLC,,+97165668386,,decor objects + clocks + gifting
Gift / corporate-gift,Al Mukhtar Gifts and Promotional Items,Old Majda Rd,+97126728055,,decor objects + clocks + gifting
Gift / corporate-gift,Al Nawras Trading Establishment,Musaffah - M43,,,decor objects + clocks + gifting
Gift / corporate-gift,Al Ramadi Gift and Watches,Behind Habiba Al Nabulisi,+97126660341,,decor objects + clocks + gifting
Gift / corporate-gift,Al Saqee Handicrafts LLC,"Shop No. 3, Souk Al Arsa Irani Market, Al Ras, Deira",+97142217544,,decor objects + clocks + gifting
Gift / corporate-gift,Al Saqee Textile LLC,Dubai,+97142668405,,decor objects + clocks + gifting
Gift / corporate-gift,Al Saud Promotional Gifts,Al Bustan Area,+97167472204,,decor objects + clocks + gifting
Gift / corporate-gift,Al Shaima Advertising Gift Supply,Deira,+97142710643,,decor objects + clocks + gifting
Gift / corporate-gift,Al Sham Advertising And Gifts Supply LLC,"306, New Century Tower, Opp City Center, Deira",+97142981290,,decor objects + clocks + gifting
Gift / corporate-gift,Al Tamy General Trading,"New Souq, Khalifa St",+97126221441,,decor objects + clocks + gifting
Gift / corporate-gift,Al Thasneem Gifts,"Opp Pakistan School, Al Muroor Rd",+97124485088,,decor objects + clocks + gifting
Gift / corporate-gift,Al Uloom Stationery Sole Proprietorship LLC,"Opp Baladiya, Salam St, TCA",+97126671786,,decor objects + clocks + gifting
Gift / corporate-gift,Al Yasat Gifts,Ajman,+97126266246,,decor objects + clocks + gifting
Gift / corporate-gift,Al-Dafa Trading Co,Dubai,+97143532166,,decor objects + clocks + gifting
Gift / corporate-gift,Al-Misri Gift & Electronics,"Near Al-Noor City Market, opp Shoe Mart, Madeena Zahid",+971505063223,,decor objects + clocks + gifting
Gift / corporate-gift,Alkatef Copy Center,"Shop Number 5, Building Number 320, Shabiya 10, Mussafah",+971558910294,,decor objects + clocks + gifting
Gift / corporate-gift,Almanafie Novelties and Gifts,"Beside Mashreqbank, Immigration Rd",+97165742536,,decor objects + clocks + gifting
Gift / corporate-gift,Arabian Plastic and Paper Industry LLC,"M 9, Mussafah",+97125552737,,decor objects + clocks + gifting
Gift / corporate-gift,Arcadia Gifts & Artistic Cards,"Shop S14, 2nd Flr., Marina Mall",+97126810400,,decor objects + clocks + gifting
Gift / corporate-gift,Arch Novelties Trading,"Kuwait Masjid Rd, Deira",+97142264495,,decor objects + clocks + gifting
Gift / corporate-gift,Arts and Gems LLC,"2nd Flr, API Tower, Sh Zayed Rd",+97143310883,,decor objects + clocks + gifting
Gift / corporate-gift,AUM Trading LLC,"Office 1105, Al Moosa Tower 1, Sh Zayed Rd",,,decor objects + clocks + gifting
Gift / corporate-gift,Badri Electro Supply and Trading Co,"Creek Rd, Murshid Bazaar, Deira",+97142267183,,decor objects + clocks + gifting
Gift / corporate-gift,Bahadur Gift Shop,"Al Mullah Bldg, Near Al Rayan Travel",+97126323848,,decor objects + clocks + gifting
Gift / corporate-gift,Bait Al Wakeel,Dubai,+97143534870,,decor objects + clocks + gifting
Gift / corporate-gift,Bastaki International General Trading,"Abra St, Al Ras, Deira",+97142251025,,decor objects + clocks + gifting
Gift / corporate-gift,Bein Al Qasrain Gifts General Trading,"Near UAE Exchange, Naif Rd, Deira",+97142266960,,decor objects + clocks + gifting
Gift / corporate-gift,Bilhawash Trading Establishment,"3rd Flr, City Centre Bldg, Hamdan St",+97126441888,,decor objects + clocks + gifting
Gift / corporate-gift,Bin Thani Gift Trading Shop,TCA,+97126451719,,decor objects + clocks + gifting
Gift / corporate-gift,Blue Ink Publishing & Advertising LLC,"18, Plot 26, Opp Village Mall, M 25, Mussafah",+97125513645,,decor objects + clocks + gifting
Gift / corporate-gift,Brand Cerminus FZC,Al Mankhool,+971559414681,,decor objects + clocks + gifting
Gift / corporate-gift,Breigns Gift Trading LLC,"702, NGF House, Opp Deira City Center , Deira",+97142947020,,decor objects + clocks + gifting
Gift / corporate-gift,Bright Deal Trading LLC,"Murshid Bazaar, Deira",+97142352156,,decor objects + clocks + gifting
Gift / corporate-gift,Brilliance Gifts,"Fetouh Al Khair Centre, Electra Rd",+97126319133,,decor objects + clocks + gifting
Gift / corporate-gift,Brilliant Watches Company LLC,"6, Nasser Lootah Bldg, Al Nasr Sq, Deira",+97142220747,,decor objects + clocks + gifting
Gift / corporate-gift,C B Perfume Gift Trading Establishment,"Near Apsara Textiles, Rolla Market",+97165620786,,decor objects + clocks + gifting
Gift / corporate-gift,Cadorim,Beach Rd,+97143493333,,decor objects + clocks + gifting
Gift / corporate-gift,Cambridge Trading Establishment,"G Flr, Al Buteen Centre, Murshid Bazaar, Deira",+97142258693,,decor objects + clocks + gifting
Gift / corporate-gift,City House Gifts Shop,"Near A/D Islami Bank, Khalifa St.",+971505749816,,decor objects + clocks + gifting
Gift / corporate-gift,Crescent Gifts and Designing,"Sector M9, Mussafah",,,decor objects + clocks + gifting
Gift / corporate-gift,Crystal Bohemia International,Abu Dhabi,+97126455088,,decor objects + clocks + gifting
Gift / corporate-gift,Crystal Galaxy,Al Ghusais Indl Area 4,+97142673273,,decor objects + clocks + gifting
Gift / corporate-gift,Curio Novelties and Gifts LLC,"Opp King Faisal Mosque, Central Market, King Faisal St",+97165724308,,decor objects + clocks + gifting
Gift / corporate-gift,Dabaan Trading Company LLC,"Jovial Centre Bldg, Nasr Square, Deira",+97142229595,,decor objects + clocks + gifting
Gift / corporate-gift,Dabdoobee Gifts Trading,,+971503975577,,decor objects + clocks + gifting
Gift / corporate-gift,Dana Gifts LLC,Marina Mall,+97126812686,,decor objects + clocks + gifting
Gift / corporate-gift,Designpod Advertising Gifts,"M-1, Office No.3 (Same Building of Trent Oilfield Equipment), Al Mina Road",+97126658881,,decor objects + clocks + gifting
Gift / corporate-gift,Divian Trading LLC,"103, King Faisal Street, Abu Shagara",+97167465918,,decor objects + clocks + gifting
Gift / corporate-gift,Dream Sea Gift,"Opp Kuwaiti Hospital, Sh Humaid Bin Abdul Azeez Rd",+97167470353,,decor objects + clocks + gifting
Gift / corporate-gift,Dubai Gifts Trading,"Bhnd Cosmos Computer, Near Eldorado Cinema",+97126740761,,decor objects + clocks + gifting
Gift / corporate-gift,Emirates Balloons Gifts,Tourist Club Area,+97126745744,,decor objects + clocks + gifting
Gift / corporate-gift,Emsons LLC,"Al Juma Salem Mubarak Al Junaibi Building, Muroor Road",+97126731660,,decor objects + clocks + gifting
Gift / corporate-gift,Emsons Trading LLC,"Near Al Jaseera Hotel, Al Ras, Deira",+97142266058,,decor objects + clocks + gifting
Gift / corporate-gift,Euro Novelties LLC,"Murshid Bazaar, Deira",+97142265264,,decor objects + clocks + gifting
Gift / corporate-gift,Evening Flower Gifts Center,"Opp Navy Gate, TCA",+97126440511,,decor objects + clocks + gifting
Gift / corporate-gift,Event Gifts,Deira,+97142387745,,decor objects + clocks + gifting
Gift / corporate-gift,Fakruddin Gifts and Novelties,"Near Old Gold Souk, Deira",+97142255132,,decor objects + clocks + gifting
Gift / corporate-gift,Fancy Star Advtg,"Al Nakeel Plaza, Deira",+971505956802,,decor objects + clocks + gifting
Gift / corporate-gift,Fay Lawson Gift Trdg LLC,,,,decor objects + clocks + gifting
Gift / corporate-gift,Flag's' Fly Gifts LLC,"S 09, P 11, France Cluster, International City",+97142721745,,decor objects + clocks + gifting
Gift / corporate-gift,Flamingo Gifts and Novelties,"S 196, Karama Shopping Complex, Karama",+97143373285,,decor objects + clocks + gifting
Gift / corporate-gift,Framers Gallery,"Opp Rotana Beach Hotel, Near TCA",+97126455580,,decor objects + clocks + gifting
Gift / corporate-gift,Gate of Rolla Trading,Dubai,+97143595803,,decor objects + clocks + gifting
Gift / corporate-gift,Gift Gallery Centre,"Riqqa Rd, Deira",+97142223400,,decor objects + clocks + gifting
Gift / corporate-gift,Gift Garden,"38, Hamdan Centre, Hamdan St",+97126345245,,decor objects + clocks + gifting
Gift / corporate-gift,Gift Land,"Bhnd Hamdan Centre, Hamdan St",+97126323554,,decor objects + clocks + gifting
Gift / corporate-gift,Gift Palace,"Al Khabeesi, Deira",+97142662955,,decor objects + clocks + gifting
Gift / corporate-gift,Gift Village,"Opp Toys R Us, Salah Al Din Rd, Deira",+97142721133,,decor objects + clocks + gifting
Gift / corporate-gift,Gift's Tent,"52 & 53, D Block, Karama Shopping Complex, Karama",+97143354416,,decor objects + clocks + gifting
Gift / corporate-gift,Gift.Com,"Near Russian Embassy, Khalifa St",+97126766468,,decor objects + clocks + gifting
Gift / corporate-gift,Giftadz LLC,,+97142550538,,decor objects + clocks + gifting
Gift / corporate-gift,GiftMakers Corporate Gifts,"Office 316, Burj Nahar Views, Naif, Deira",+971555487863,,decor objects + clocks + gifting
Gift / corporate-gift,Gifts Session Tech LLC,Dubai,+971504968254,,decor objects + clocks + gifting
Gift / corporate-gift,Gifts World Trading,"168, Block 'B', Karama Shopping Complex, Karama",+97143479935,,decor objects + clocks + gifting
Gift / corporate-gift,Glow Life Lighting LLC,"Opposite Burjeel Hospital, Najda Street",+97126444090,,decor objects + clocks + gifting
Gift / corporate-gift,Golden Coast General Trading,"Near Choithram S/Market, Al Ras, Deira",+97142253581,,decor objects + clocks + gifting
Gift / corporate-gift,Golden Coast Printing and Gift Items,Muroor Rd,+97124455180,,decor objects + clocks + gifting
Gift / corporate-gift,Golden Line Italian Gifts,A.D. Co-Op Society (Mina Br.),+97126734125,,decor objects + clocks + gifting
Gift / corporate-gift,Golden Times Gifts,"Bhnd KM Trdg, Electra Str",,,decor objects + clocks + gifting
Gift / corporate-gift,Green Gifts Concepts Establishment,"1st Commerical Broker
LLC Building(Zigzag Building),
Electra St",+97126458101,,decor objects + clocks + gifting
Gift / corporate-gift,Gulf Axis,"M 1, My Home Furniture Bldg, Khalidiya",+97126339197,,decor objects + clocks + gifting
Gift / corporate-gift,Ibrahim Abdul Rehman Trading,"Nr Fikhree Market, Murshid Bazaar, Deira",+97142265495,,decor objects + clocks + gifting
Gift / corporate-gift,Ibrahim Abdulrahman Children's Toys Company LLC,"Near Novi Hotel, Opp Fikri Market, Deira",+97142252778,,decor objects + clocks + gifting
Gift / corporate-gift,Iqbal and Anwar Trading Company LLC,"Opp Choithram S/Market, Al Ras, Deira",+97142263301,,decor objects + clocks + gifting
Gift / corporate-gift,Isra Middle East,"Bhnd City Centre, Indl Area 1",+97165397833,,decor objects + clocks + gifting
Gift / corporate-gift,Jasani LLC,"Office 305, Bay Square No 3, Business Bay",+97144411522,,decor objects + clocks + gifting
Gift / corporate-gift,JWAMCO General Trading LLC,"Blgd # 7, Bin Hamedhan Complex, Industrial Area 2, Ras Al Khor",+97143235240,,decor objects + clocks + gifting
Gift / corporate-gift,K Mart,"Opp Liwa Centre, Hamdan St",+97126342525,,decor objects + clocks + gifting
Gift / corporate-gift,Kassion Trading Establishment,"Main St, Clock Tower Area",+97137519699,,decor objects + clocks + gifting
Gift / corporate-gift,Khader Yussuf Store,"Old Modern Bakery Bldg, Near Fish Market, Airport Rd",+97126325644,,decor objects + clocks + gifting
Gift / corporate-gift,Khoor Plaza Gifts,Abu Dhabi,+97126732231,,decor objects + clocks + gifting
Gift / corporate-gift,Kyoto General Trading,Al Quoz Indl Area 2,+97143395599,,decor objects + clocks + gifting
Gift / corporate-gift,Kyoto International General Trading LLC,"Bhnd Souk Okadh Bldg, Naif Rd, Deira",+97142269001,,decor objects + clocks + gifting
Gift / corporate-gift,La Laverie Leather Product Trading,"Abu Shagara Area, Al Wadha Rd",+97165592664,,decor objects + clocks + gifting
Gift / corporate-gift,Landmark General Trading FZC,"702 A, ACICO Business Park, Deira",+97142953888,,decor objects + clocks + gifting
Gift / corporate-gift,Lebanese Gift Centre,"Bhnd Siddique Gifts, Hamdan St, Zayani",+97126726233,,decor objects + clocks + gifting
Gift / corporate-gift,Lifestyle,"Dana Plaza, Al Madhab",+97192232740,,decor objects + clocks + gifting
Gift / corporate-gift,Little Egg,"Bhnd Abu  Dhabi Media, Muroor Rd",+97124439449,,decor objects + clocks + gifting
Gift / corporate-gift,Look Advertising,"Office 5, Al Habtoor Bldg, Al Khabaisi, Deira",+97142599899,,decor objects + clocks + gifting
Gift / corporate-gift,Look Advertising FZE,"Room 61, Z1, SAIF Zone",+97165575009,,decor objects + clocks + gifting
Gift / corporate-gift,Lucky Trading Establishment,"9, Ideal Hotel Bldg, Near Alam S/Market, Electra St",+97126319060,,decor objects + clocks + gifting
Gift / corporate-gift,M H Gift Trading LLC,"Bhnd Elenco, Hamdan Str",+97126721539,,decor objects + clocks + gifting
Gift / corporate-gift,Mahmood Exhibition,"Irani Market, Al Ras Area, Deira",+97142262141,,decor objects + clocks + gifting
Gift / corporate-gift,Mission Media Electronics LLC,Hor Al Anz,+97142239910,,decor objects + clocks + gifting
Gift / corporate-gift,Mohamed Hussain Promotional Gift Preparing LLC,"Old Maktoum Hosp Rd, Deira",+97142981312,,decor objects + clocks + gifting
Gift / corporate-gift,Mohamed Mirza Toys Trading LLC,Irani Market,+97142291113,,decor objects + clocks + gifting
Gift / corporate-gift,Mohd Al Hussain Trading LLC,"Al Hilal Centre, Al Sabkha Rd, Deira",+97142290748,,decor objects + clocks + gifting
Gift / corporate-gift,Mohd Hussain and Brothers,"Near Down Town Hotel, Murshid Bazaar, Deira",+97142250451,,decor objects + clocks + gifting
Gift / corporate-gift,Mohd Sharief and Bros,"1st Flr, Al Ghurair City, Al Riqqa St, Deira",+97142214339,,decor objects + clocks + gifting
Gift / corporate-gift,Mohd Sharief and Bros Stores,"Al Humaida Bldg, Port Saeed, Deira",+97142666646,,decor objects + clocks + gifting
Gift / corporate-gift,Moments,"Mothercare Bldg, Corniche Rd",+97126815048,,decor objects + clocks + gifting
Gift / corporate-gift,National Traders LLC,"Murshid Bazaar, Fikree Market, Deira",+97142263906,,decor objects + clocks + gifting
Gift / corporate-gift,New Index Trading Establishment,"Behind Elenco, Hamdan Str",+97126775549,,decor objects + clocks + gifting
Gift / corporate-gift,Noor Abbas Gifts LLC,Al Khaleej Centre,+97143592250,,decor objects + clocks + gifting
Gift / corporate-gift,Obaid Ahmaed Trading Company L.L.C,,,,decor objects + clocks + gifting
Gift / corporate-gift,Paris Palace Gifts,,+97137640445,,decor objects + clocks + gifting
Gift / corporate-gift / Gift shop,Party Centre LLC,"Opp Welcare Hospital, Al Garhoud",+97142831353,,decor objects + clocks / decor objects + clocks + gifting
Gift / corporate-gift,Patchi LLC,"Mashreqbank Bldg, Khalidiya, TCA",+97126666748,,decor objects + clocks + gifting
Gift / corporate-gift,Peekey Creation LLC,"M 2 & 3, Gold Souq, Deira",+97142250043,,decor objects + clocks + gifting
Gift / corporate-gift,Personalized Gift Hub,,+971505754260,,decor objects + clocks + gifting
Gift / corporate-gift,Petal Box Flowers and Chocolate LLC,"Defence Road, Opposite Burjeel Hospital",+97126411566,,decor objects + clocks + gifting
Gift / corporate-gift,Premium Partners FZ LLC,"2518, Shatha Tower, DMC",+97143912603,,decor objects + clocks + gifting
Gift / corporate-gift,Qasar Al Murjan Adv. Gifts Tr. & Supplies LLC,"W/House No. 3-10, Street 15, Industrial Area 17",+97165359072,,decor objects + clocks + gifting
Gift / corporate-gift,R M Z A Trading FZE,"Bhnd Shoala School, Indl Area 13",+97165389630,,decor objects + clocks + gifting
Gift / corporate-gift,ras advertising & gifts,,+97142385356,,decor objects + clocks + gifting
Gift / corporate-gift,Reshie Novelties L.L.C.,"Shop No. 206, 1st Flr.. Khalidiyah Mall",+97126354664,,decor objects + clocks + gifting
Gift / corporate-gift,Rico Gifts LLC,"1st Floor, Marina mall facing Hediard Cafe",+971567137265,,decor objects + clocks + gifting
Gift / corporate-gift,Right Choice Trading,"Near Wall Street Exchange, Rolla St",+97165685767,,decor objects + clocks + gifting
Gift / corporate-gift / Hotel & hospitality supplier,Rikan Trading LLC,Dubai,+97143962111,,decor objects + clocks + gifting / serveware/tableware
Gift / corporate-gift,Romantic Roses Gifts,,+97124457394,,decor objects + clocks + gifting
Gift / corporate-gift,Roots Trdg Co,Deira,+97142222391,,decor objects + clocks + gifting
Gift / corporate-gift,Royal Futures Gift Trading,"10, Abu Hail Centre, Abu Hail Rd, Deira",+97142629097,,decor objects + clocks + gifting
Gift / corporate-gift,Rozella Promotional Gifts LLC,"Office 12, G Flr, Firdous Guest House, Naif, Deira",+97142728290,,decor objects + clocks + gifting
Gift / corporate-gift,Sahara Co,Al Gharoud Area,+97142237309,,decor objects + clocks + gifting
Gift / corporate-gift,Saleh El-Mizari Trade Center,"S/Room 17, Al Fardan Center, Buhairah Corniche Rd",,,decor objects + clocks + gifting
Gift / corporate-gift,Salloum Trading Company Gulf Limited,"Al Wahda St, Al Majaz",+97165591068,,decor objects + clocks + gifting
Gift / corporate-gift,Sawalma Gifts Establishment,"Bhnd Al Salama Hospital, TCA",+97126780505,,decor objects + clocks + gifting
Gift / corporate-gift,Scotpac Advertising Gift LLC,"18, W 03, Russia Cluster, International City",+97145136528,,decor objects + clocks + gifting
Gift / corporate-gift,Seven Seas Gifts,,+97125562856,,decor objects + clocks + gifting
Gift / corporate-gift,Shafi Palace Gifts Trading LLC,"Opp Gold Souk Bus Stn, Near Rak Bank, Deira",+97142351290,,decor objects + clocks + gifting
Gift / corporate-gift,Sharefco Trading LLC,"Souk Al Kabeer, Al Ras, Deira",+97142264327,,decor objects + clocks + gifting
Gift / corporate-gift,Si Bonne,Al Ghusais Indl Area,+97142671950,,decor objects + clocks + gifting
Gift / corporate-gift,Siddiq Gifts,"Next to K M Trdg, Salam St",+97126760082,,decor objects + clocks + gifting
Gift / corporate-gift,Signmax Gift & Promotions,,+97142668811,,decor objects + clocks + gifting
Gift / corporate-gift,Silver Life Gifts,"Near Plung Ins Marina Mall,",+97126818957,,decor objects + clocks + gifting
Gift / corporate-gift,Silver Tower Gift Shop,Al Raha Mall,+97125561048,,decor objects + clocks + gifting
Gift / corporate-gift,SMS Trading,"Shop 1, Samar Tower, Near Safia Park, Al Majaz 3",+97165307775,,decor objects + clocks + gifting
Gift / corporate-gift,Sofia Gift Establishment,"Near Blood Bank, Al Salam St",+97126445266,,decor objects + clocks + gifting
Gift / corporate-gift,Stallion Electronics,"Opp Orient Exchange, Murshid Bazaar, Deira",+97142264438,,decor objects + clocks + gifting
Gift / corporate-gift,Stallion Gifts LLC,"Office 414, A Block, Al Shaali Building, Al Qusais",+97142592388,,decor objects + clocks + gifting
Gift / corporate-gift,Star Zone Novelties and Household,"Al Shamal St, Deira",+97142252680,,decor objects + clocks + gifting
Gift / corporate-gift,Sunrays Gifts Company WLL,"Gate 5, Madinat Zayed Shopping Centre",+97126322436,,decor objects + clocks + gifting
Gift / corporate-gift,Sunrise Gift Shop,"Hamdan St, Ziyani",+97126768352,,decor objects + clocks + gifting
Gift / corporate-gift,Supreme Novelties and Gifts Trading LLC,"7, 8 & 9, Souk Al Markazi, King Faisal Rd",+97165723196,,decor objects + clocks + gifting
Gift / corporate-gift,Tahiyya Gift Shop,"Zayani Area, Hamdan St., Near Al Qamzi Mosque",,,decor objects + clocks + gifting
Gift / corporate-gift,Tanagra,"Near McDonalds, King Faisal St",+97165723700,,decor objects + clocks + gifting
Gift / corporate-gift,Texas For Gifts,"Near Al Ansari Exchange, Shabiya Khalifa, ME 12, New Mussaffah",+97125530552,,decor objects + clocks + gifting
Gift / corporate-gift,Tickles and Giggles Trading LLC,"JBR, Sadaf 1 No. 26",+97144328681,,decor objects + clocks + gifting
Gift / corporate-gift,Top in Town Gift Shop,"Ziyani Market, Hamdan Road",+97126768227,,decor objects + clocks + gifting
Gift / corporate-gift,Traditions Trading LLC,"M2, Marine & Indl Bldg, Next to Saba Hotel, TCA",+97126448669,,decor objects + clocks + gifting
